Log_File,Child_Node,Reward
object_counting_150,31,0.78
object_counting_150,32,0.58
object_counting_150,33,0.56
object_counting_150,34,0.6
object_counting_150,35,0.48
object_counting_150,36,0.6
object_counting_150,37,0.62
object_counting_150,38,0.54
object_counting_150,39,0.54
object_counting_150,40,0.48
object_counting_150,41,0.72
object_counting_150,42,0.5
temporal_sequences_75,1,0.28
temporal_sequences_75,2,0.52
temporal_sequences_75,3,0.2
temporal_sequences_75,4,0.6
temporal_sequences_75,5,0.7
temporal_sequences_75,6,0.76
temporal_sequences_75,7,0.72
temporal_sequences_75,8,0.72
temporal_sequences_75,9,0.88
temporal_sequences_75,10,0.76
temporal_sequences_75,11,0.88
temporal_sequences_75,12,0.66
temporal_sequences_75,13,0.86
temporal_sequences_75,14,0.82
temporal_sequences_75,15,0.82
temporal_sequences_75,16,0.74
temporal_sequences_75,17,0.86
temporal_sequences_75,18,0.8
temporal_sequences_75,19,0.28
temporal_sequences_75,20,0.78
temporal_sequences_75,21,0.74
temporal_sequences_75,22,0.82
temporal_sequences_75,23,0.72
temporal_sequences_75,24,0.74
temporal_sequences_75,25,0.84
temporal_sequences_75,26,0.56
temporal_sequences_75,27,0.68
temporal_sequences_75,28,0.58
temporal_sequences_75,29,0.58
temporal_sequences_75,30,0.86
temporal_sequences_75,31,0.86
temporal_sequences_75,32,0.68
temporal_sequences_75,33,0.76
temporal_sequences_30,1,0.34
temporal_sequences_30,2,0.68
temporal_sequences_30,3,0.44
temporal_sequences_30,4,0.6
temporal_sequences_30,5,0.56
temporal_sequences_30,6,0.66
temporal_sequences_30,7,0.58
temporal_sequences_30,8,0.68
temporal_sequences_30,9,0.68
temporal_sequences_30,10,0.5
temporal_sequences_30,11,0.82
temporal_sequences_30,12,0.7
temporal_sequences_30,13,0.46
temporal_sequences_30,14,0.64
temporal_sequences_30,15,0.42
temporal_sequences_30,16,0.64
temporal_sequences_30,17,0.86
temporal_sequences_30,18,0.78
temporal_sequences_30,19,0.72
temporal_sequences_30,20,0.8
temporal_sequences_30,21,0.64
temporal_sequences_30,22,0.56
temporal_sequences_30,23,0.76
temporal_sequences_30,24,0.62
temporal_sequences_30,25,0.7
temporal_sequences_30,26,0.66
temporal_sequences_30,27,0.6
temporal_sequences_30,28,0.92
temporal_sequences_30,29,0.94
temporal_sequences_30,30,0.8
temporal_sequences_30,31,0.78
temporal_sequences_30,32,0.68
temporal_sequences_30,33,0.82
temporal_sequences_30,34,0.92
temporal_sequences_30,35,0.78
temporal_sequences_30,36,0.92
epistemic_500,1,0.48
epistemic_500,2,0.62
epistemic_500,3,0.46
epistemic_500,4,0.48
epistemic_500,5,0.54
epistemic_500,6,0.52
epistemic_500,7,0.7
epistemic_500,8,0.28
epistemic_500,9,0.64
epistemic_500,10,0.4
epistemic_500,11,0.58
epistemic_500,12,0.62
epistemic_500,13,0.5
epistemic_500,14,0.62
epistemic_500,15,0.5
epistemic_500,16,0.62
epistemic_500,17,0.64
epistemic_500,18,0.6
epistemic_500,19,0.64
epistemic_500,20,0.56
epistemic_500,21,0.64
epistemic_500,22,0.74
epistemic_500,23,0.54
epistemic_500,24,0.76
epistemic_500,25,0.52
epistemic_500,26,0.72
epistemic_500,27,0.68
epistemic_500,28,0.42
epistemic_500,29,0.86
epistemic_500,30,0.6
epistemic_500,31,0.62
epistemic_500,32,0.66
epistemic_500,33,0.44
epistemic_500,34,0.72
epistemic_500,35,0.56
epistemic_500,36,0.68
epistemic_500,37,0.74
epistemic_500,38,0.48
epistemic_500,39,0.66
epistemic_500,40,0.8
epistemic_500,41,0.88
epistemic_500,42,0.72
temporal_sequences_45,1,0.3
temporal_sequences_45,2,0.18
temporal_sequences_45,3,0.54
temporal_sequences_45,4,0.48
temporal_sequences_45,5,0.58
temporal_sequences_45,6,0.46
temporal_sequences_45,7,0.8
temporal_sequences_45,8,0.86
temporal_sequences_45,9,0.3
temporal_sequences_45,10,0.6
temporal_sequences_45,11,0.62
temporal_sequences_45,12,0.68
temporal_sequences_45,13,0.68
temporal_sequences_45,14,0.88
temporal_sequences_45,15,0.74
temporal_sequences_45,16,0.84
temporal_sequences_45,17,0.64
temporal_sequences_45,18,0.86
temporal_sequences_45,19,0.78
temporal_sequences_45,20,0.96
temporal_sequences_45,21,0.82
temporal_sequences_45,22,0.7
temporal_sequences_45,23,0.82
temporal_sequences_45,24,0.78
temporal_sequences_45,25,0.68
temporal_sequences_45,26,0.58
temporal_sequences_45,27,0.66
temporal_sequences_45,28,0.8
temporal_sequences_45,29,0.78
temporal_sequences_45,30,0.68
temporal_sequences_45,31,0.68
temporal_sequences_45,32,0.88
temporal_sequences_45,33,0.74
causal_judgement_67,1,0.58
causal_judgement_67,2,0.54
causal_judgement_67,3,0.64
causal_judgement_67,4,0.58
causal_judgement_67,5,0.68
causal_judgement_67,6,0.54
causal_judgement_67,7,0.6
causal_judgement_67,8,0.48
causal_judgement_67,9,0.6
causal_judgement_67,10,0.54
causal_judgement_67,11,0.56
causal_judgement_67,12,0.56
causal_judgement_67,13,0.54
causal_judgement_67,14,0.7
causal_judgement_67,15,0.56
causal_judgement_67,16,0.64
causal_judgement_67,17,0.64
causal_judgement_67,18,0.58
causal_judgement_67,19,0.52
causal_judgement_67,20,0.6
causal_judgement_67,21,0.56
causal_judgement_67,22,0.62
causal_judgement_67,23,0.56
causal_judgement_67,24,0.52
causal_judgement_67,25,0.64
causal_judgement_67,26,0.64
causal_judgement_67,27,0.56
causal_judgement_67,28,0.64
causal_judgement_67,29,0.66
causal_judgement_67,30,0.52
causal_judgement_67,31,0.62
causal_judgement_67,32,0.6
causal_judgement_67,33,0.56
causal_judgement_67,34,0.6
causal_judgement_67,35,0.58
causal_judgement_90,1,0.5
causal_judgement_90,2,0.42
causal_judgement_90,3,0.58
causal_judgement_90,4,0.6
causal_judgement_90,5,0.44
causal_judgement_90,6,0.64
causal_judgement_90,7,0.6
causal_judgement_90,8,0.6
causal_judgement_90,9,0.6
causal_judgement_90,10,0.56
causal_judgement_90,11,0.58
causal_judgement_90,12,0.54
causal_judgement_90,13,0.64
causal_judgement_90,14,0.42
causal_judgement_90,15,0.58
causal_judgement_90,16,0.18
causal_judgement_90,17,0.4
causal_judgement_90,18,0.52
causal_judgement_90,19,0.58
causal_judgement_90,20,0.56
causal_judgement_90,21,0.52
causal_judgement_90,22,0.44
causal_judgement_90,23,0.6
causal_judgement_90,24,0.52
causal_judgement_90,25,0.62
causal_judgement_90,26,0.6
causal_judgement_90,27,0.52
causal_judgement_90,28,0.6
causal_judgement_90,29,0.62
causal_judgement_90,30,0.52
causal_judgement_90,31,0.64
causal_judgement_90,32,0.5
causal_judgement_90,33,0.64
causal_judgement_90,34,0.68
causal_judgement_90,35,0.64
causal_judgement_90,36,0.72
causal_judgement_90,37,0.68
causal_judgement_90,38,0.68
causal_judgement_90,39,0.74
causal_judgement_90,40,0.66
causal_judgement_90,41,0.64
causal_judgement_90,42,0.58
object_counting_225,1,0.24
object_counting_225,2,0.32
object_counting_225,3,0.24
object_counting_225,4,0.28
object_counting_225,5,0.58
object_counting_225,6,0.28
object_counting_225,7,0.44
object_counting_225,8,0.24
object_counting_225,9,0.36
object_counting_225,10,0.14
object_counting_225,11,0.18
object_counting_225,12,0.62
object_counting_225,13,0.28
object_counting_225,14,0.12
object_counting_225,15,0.4
object_counting_225,16,0.62
object_counting_225,17,0.56
object_counting_225,18,0.4
object_counting_225,19,0.32
object_counting_225,20,0.28
object_counting_225,21,0.02
object_counting_225,22,0.68
object_counting_225,23,0.44
object_counting_225,24,0.56
object_counting_225,25,0.34
object_counting_225,26,0.34
object_counting_225,27,0.14
object_counting_225,28,0.4
object_counting_225,29,0.54
object_counting_225,30,0.34
object_counting_225,31,0.62
object_counting_225,32,0.58
object_counting_225,33,0.44
object_counting_225,34,0.24
object_counting_225,35,0.9
object_counting_225,36,0.8
object_counting_225,37,0.46
object_counting_225,38,0.8
object_counting_225,39,0.2
object_counting_300,1,0.2
object_counting_300,2,0.3
object_counting_300,3,0.06
object_counting_300,4,0.38
object_counting_300,5,0.08
object_counting_300,6,0.36
object_counting_300,7,0.48
object_counting_300,8,0.16
object_counting_300,9,0.72
object_counting_300,10,0.28
object_counting_300,11,0.84
object_counting_300,12,0.34
object_counting_300,13,0.48
object_counting_300,14,0.46
object_counting_300,15,0.5
object_counting_300,16,0.5
object_counting_300,17,0.28
object_counting_300,18,0.34
object_counting_300,19,0.04
object_counting_300,20,0.14
object_counting_300,21,0.26
object_counting_300,22,0.14
object_counting_300,23,0.5
object_counting_300,24,0.16
object_counting_300,25,0.32
object_counting_300,26,0.24
object_counting_300,27,0.6
object_counting_300,28,0.5
object_counting_300,29,0.64
object_counting_300,30,0.08
object_counting_300,31,0.54
object_counting_300,32,0.62
object_counting_300,33,0.44
object_counting_300,34,0.62
object_counting_300,35,0.48
object_counting_300,36,0.34
causal_judgement_22,1,0.62
causal_judgement_22,2,0.6
causal_judgement_22,3,0.66
causal_judgement_22,4,0.56
causal_judgement_22,5,0.54
causal_judgement_22,6,0.48
causal_judgement_22,7,0.58
causal_judgement_22,8,0.58
causal_judgement_22,9,0.56
causal_judgement_22,10,0.5
causal_judgement_22,11,0.52
causal_judgement_22,12,0.56
causal_judgement_22,13,0.56
causal_judgement_22,14,0.52
causal_judgement_22,15,0.58
causal_judgement_22,16,0.56
causal_judgement_22,17,0.52
causal_judgement_22,18,0.54
causal_judgement_22,19,0.48
causal_judgement_22,20,0.56
causal_judgement_22,21,0.5
causal_judgement_22,22,0.6
causal_judgement_22,23,0.56
causal_judgement_22,24,0.58
causal_judgement_22,25,0.46
causal_judgement_22,26,0.62
causal_judgement_22,27,0.64
causal_judgement_22,28,0.48
causal_judgement_22,29,0.56
causal_judgement_22,30,0.5
causal_judgement_22,31,0.48
causal_judgement_22,32,0.58
causal_judgement_22,33,0.58
causal_judgement_22,34,0.54
causal_judgement_22,35,0.62
causal_judgement_22,36,0.64
causal_judgement_22,37,0.58
causal_judgement_22,38,0.62
causal_judgement_22,39,0.62
causal_judgement_22,40,0.62
causal_judgement_22,41,0.56
causal_judgement_22,42,0.52
causal_judgement_22,43,0.6
causal_judgement_22,44,0.64
causal_judgement_22,45,0.58
temporal_sequences_90,1,0.6
temporal_sequences_90,2,0.68
temporal_sequences_90,3,0.62
temporal_sequences_90,4,0.6
temporal_sequences_90,5,0.6
temporal_sequences_90,6,0.3
temporal_sequences_90,7,0.76
temporal_sequences_90,8,0.66
temporal_sequences_90,9,0.5
temporal_sequences_90,10,0.6
temporal_sequences_90,11,0.76
temporal_sequences_90,12,0.68
temporal_sequences_90,13,0.66
temporal_sequences_90,14,0.48
temporal_sequences_90,15,0.64
temporal_sequences_90,16,0.78
temporal_sequences_90,17,0.74
temporal_sequences_90,18,0.68
temporal_sequences_90,19,0.8
temporal_sequences_90,20,0.84
temporal_sequences_90,21,0.52
temporal_sequences_90,22,0.76
temporal_sequences_90,23,0.54
temporal_sequences_90,24,0.56
temporal_sequences_90,25,0.48
temporal_sequences_90,26,0.16
temporal_sequences_90,27,0.74
temporal_sequences_90,28,0.66
temporal_sequences_90,29,0.08
temporal_sequences_90,30,0.44
temporal_sequences_90,31,0.7
temporal_sequences_90,32,0.68
temporal_sequences_90,33,0.46
temporal_sequences_90,34,0.5
temporal_sequences_90,35,0.84
temporal_sequences_90,36,0.76
temporal_sequences_90,37,0.86
temporal_sequences_90,38,0.78
temporal_sequences_90,39,0.62
causal_judgement_4,1,0.56
causal_judgement_4,2,0.62
causal_judgement_4,3,0.56
causal_judgement_4,4,0.6
causal_judgement_4,5,0.52
causal_judgement_4,6,0.6
causal_judgement_4,7,0.64
causal_judgement_4,8,0.66
causal_judgement_4,9,0.56
causal_judgement_4,10,0.54
causal_judgement_4,11,0.66
causal_judgement_4,12,0.58
causal_judgement_4,13,0.58
causal_judgement_4,14,0.58
causal_judgement_4,15,0.7
causal_judgement_4,16,0.64
causal_judgement_4,17,0.52
causal_judgement_4,18,0.66
causal_judgement_4,19,0.6
causal_judgement_4,20,0.72
causal_judgement_4,21,0.58
causal_judgement_4,22,0.62
causal_judgement_4,23,0.72
causal_judgement_4,24,0.58
causal_judgement_4,25,0.66
causal_judgement_4,26,0.52
causal_judgement_4,27,0.6
causal_judgement_4,28,0.62
causal_judgement_4,29,0.62
causal_judgement_4,30,0.6
causal_judgement_4,31,0.52
causal_judgement_4,32,0.52
causal_judgement_4,33,0.58
causal_judgement_4,34,0.62
causal_judgement_4,35,0.62
causal_judgement_4,36,0.64
causal_judgement_4,37,0.62
causal_judgement_4,38,0.62
causal_judgement_4,39,0.72
causal_judgement_4,40,0.68
causal_judgement_4,41,0.7
causal_judgement_4,42,0.64
causal_judgement_27,1,0.52
causal_judgement_27,2,0.62
causal_judgement_27,3,0.68
causal_judgement_27,4,0.68
causal_judgement_27,5,0.6
causal_judgement_27,6,0.58
causal_judgement_27,7,0.56
causal_judgement_27,8,0.56
causal_judgement_27,9,0.6
causal_judgement_27,10,0.6
causal_judgement_27,11,0.56
causal_judgement_27,12,0.6
causal_judgement_27,13,0.58
causal_judgement_27,14,0.58
causal_judgement_27,15,0.52
causal_judgement_27,16,0.68
causal_judgement_27,17,0.66
causal_judgement_27,18,0.48
causal_judgement_27,19,0.58
causal_judgement_27,20,0.62
causal_judgement_27,21,0.68
causal_judgement_27,22,0.56
causal_judgement_27,23,0.6
causal_judgement_27,24,0.62
causal_judgement_27,25,0.54
causal_judgement_27,26,0.66
causal_judgement_27,27,0.64
causal_judgement_27,28,0.64
causal_judgement_27,29,0.58
causal_judgement_27,30,0.56
causal_judgement_27,31,0.56
causal_judgement_27,32,0.5
causal_judgement_27,33,0.64
causal_judgement_27,34,0.64
causal_judgement_27,35,0.58
causal_judgement_27,36,0.58
causal_judgement_27,37,0.68
causal_judgement_27,38,0.52
causal_judgement_27,39,0.58
causal_judgement_13,1,0.56
causal_judgement_13,2,0.64
causal_judgement_13,3,0.58
causal_judgement_13,4,0.56
causal_judgement_13,5,0.64
causal_judgement_13,6,0.6
causal_judgement_13,7,0.56
causal_judgement_13,8,0.56
causal_judgement_13,9,0.48
causal_judgement_13,10,0.54
causal_judgement_13,11,0.58
causal_judgement_13,12,0.54
causal_judgement_13,13,0.58
causal_judgement_13,14,0.54
causal_judgement_13,15,0.56
causal_judgement_13,16,0.66
causal_judgement_13,17,0.62
causal_judgement_13,18,0.6
causal_judgement_13,19,0.66
causal_judgement_13,20,0.56
causal_judgement_13,21,0.62
causal_judgement_13,22,0.66
causal_judgement_13,23,0.6
causal_judgement_13,24,0.66
causal_judgement_13,25,0.58
causal_judgement_13,26,0.58
causal_judgement_13,27,0.6
causal_judgement_13,28,0.62
causal_judgement_13,29,0.56
causal_judgement_13,30,0.66
causal_judgement_13,31,0.62
causal_judgement_13,32,0.6
causal_judgement_13,33,0.6
causal_judgement_13,34,0.58
causal_judgement_13,35,0.64
causal_judgement_13,36,0.56
causal_judgement_13,37,0.58
causal_judgement_13,38,0.62
causal_judgement_13,39,0.66
penguins_in_a_table_3,1,0.52
penguins_in_a_table_3,2,0.7
penguins_in_a_table_3,3,0.56
penguins_in_a_table_3,4,0.9
penguins_in_a_table_3,5,0.4
penguins_in_a_table_3,6,0.66
penguins_in_a_table_3,7,0.66
penguins_in_a_table_3,8,0.78
penguins_in_a_table_3,9,0.76
penguins_in_a_table_3,10,0.74
penguins_in_a_table_3,11,0.72
penguins_in_a_table_3,12,0.66
penguins_in_a_table_3,13,0.68
penguins_in_a_table_3,14,0.7
penguins_in_a_table_3,15,0.66
penguins_in_a_table_3,16,0.64
penguins_in_a_table_3,17,0.7
penguins_in_a_table_3,18,0.78
penguins_in_a_table_3,19,0.72
penguins_in_a_table_3,20,0.68
penguins_in_a_table_3,21,0.74
penguins_in_a_table_3,22,0.76
penguins_in_a_table_3,23,0.64
penguins_in_a_table_3,24,0.64
object_counting_30,1,0.3
object_counting_30,2,0.14
object_counting_30,3,0.2
object_counting_30,4,0.16
object_counting_30,5,0.22
object_counting_30,6,0.28
object_counting_30,7,0.44
object_counting_30,8,0.24
object_counting_30,9,0.56
object_counting_30,10,0.22
object_counting_30,11,0.3
object_counting_30,12,0.44
object_counting_30,13,0.82
object_counting_30,14,0.36
object_counting_30,15,0.38
object_counting_30,16,0.16
object_counting_30,17,0.38
object_counting_30,18,0.46
object_counting_30,19,0.34
object_counting_30,20,0.18
object_counting_30,21,0.26
object_counting_30,22,0.26
object_counting_30,23,0.5
object_counting_30,24,0.16
object_counting_30,25,0.32
object_counting_30,26,0.1
object_counting_30,27,0.12
object_counting_30,28,0.56
object_counting_30,29,0.66
object_counting_30,30,0.44
object_counting_30,31,0.72
object_counting_30,32,0.28
object_counting_30,33,0.68
object_counting_30,34,0.4
object_counting_30,35,0.8
object_counting_30,36,0.44
object_counting_30,37,0.74
object_counting_30,38,0.5
object_counting_30,39,0.5
object_counting_45,1,0.48
object_counting_45,2,0.2
object_counting_45,3,0.28
object_counting_45,4,0.22
object_counting_45,5,0.24
object_counting_45,6,0.24
object_counting_45,7,0.06
object_counting_45,8,0.82
object_counting_45,9,0.24
object_counting_45,10,0.84
object_counting_45,11,0.14
object_counting_45,12,0.76
object_counting_45,13,0.7
object_counting_45,14,0.6
object_counting_45,15,0.84
object_counting_45,16,0.42
object_counting_45,17,0.6
object_counting_45,18,0.46
object_counting_45,19,0.68
object_counting_45,20,0.22
object_counting_45,21,0.08
object_counting_45,22,0.42
object_counting_45,23,0.46
object_counting_45,24,0.48
object_counting_45,25,0.4
object_counting_45,26,0.54
object_counting_45,27,0.46
object_counting_45,28,0.4
object_counting_45,29,0.42
object_counting_45,30,0.66
object_counting_45,31,0.7
object_counting_45,32,0.64
object_counting_45,33,0.22
object_counting_45,34,0.58
object_counting_45,35,0.3
object_counting_45,36,0.38
object_counting_45,37,0.5
object_counting_45,38,0.5
object_counting_45,39,0.44
causal_judgement_18,1,0.62
causal_judgement_18,2,0.5
causal_judgement_18,3,0.64
causal_judgement_18,4,0.64
causal_judgement_18,5,0.56
causal_judgement_18,6,0.52
causal_judgement_18,7,0.4
causal_judgement_18,8,0.54
causal_judgement_18,9,0.56
causal_judgement_18,10,0.48
causal_judgement_18,11,0.62
causal_judgement_18,12,0.5
causal_judgement_18,13,0.56
causal_judgement_18,14,0.56
causal_judgement_18,15,0.6
causal_judgement_18,16,0.64
causal_judgement_18,17,0.56
causal_judgement_18,18,0.68
causal_judgement_18,19,0.62
causal_judgement_18,20,0.54
causal_judgement_18,21,0.58
causal_judgement_18,22,0.62
causal_judgement_18,23,0.58
causal_judgement_18,24,0.68
causal_judgement_18,25,0.46
causal_judgement_18,26,0.66
causal_judgement_18,27,0.7
causal_judgement_18,28,0.64
causal_judgement_18,29,0.72
causal_judgement_18,30,0.6
causal_judgement_18,31,0.6
causal_judgement_18,32,0.6
causal_judgement_18,33,0.64
causal_judgement_18,34,0.68
causal_judgement_18,35,0.66
causal_judgement_18,36,0.6
causal_judgement_18,37,0.62
causal_judgement_18,38,0.64
causal_judgement_18,39,0.58
penguins_in_a_table_70,1,0.66
penguins_in_a_table_70,2,0.86
penguins_in_a_table_70,3,0.54
penguins_in_a_table_70,4,0.82
penguins_in_a_table_70,5,0.52
penguins_in_a_table_70,6,0.62
penguins_in_a_table_70,7,0.68
penguins_in_a_table_70,8,0.74
penguins_in_a_table_70,9,0.72
penguins_in_a_table_70,10,0.56
penguins_in_a_table_70,11,0.78
penguins_in_a_table_70,12,0.7
penguins_in_a_table_70,13,0.84
penguins_in_a_table_70,14,0.9
penguins_in_a_table_70,15,0.88
penguins_in_a_table_70,16,0.82
penguins_in_a_table_70,17,0.78
penguins_in_a_table_70,18,0.6
penguins_in_a_table_70,19,0.62
penguins_in_a_table_70,20,0.9
penguins_in_a_table_70,21,0.52
penguins_in_a_table_70,22,0.78
penguins_in_a_table_70,23,0.82
penguins_in_a_table_70,24,0.94
penguins_in_a_table_70,25,0.62
penguins_in_a_table_70,26,0.5
penguins_in_a_table_70,27,0.8
penguins_in_a_table_70,28,0.84
penguins_in_a_table_70,29,0.94
penguins_in_a_table_70,30,0.88
penguins_in_a_table_70,31,0.9
penguins_in_a_table_70,32,0.86
penguins_in_a_table_70,33,0.74
penguins_in_a_table_21,1,0.54
penguins_in_a_table_21,2,0.64
penguins_in_a_table_21,3,0.82
penguins_in_a_table_21,4,0.82
penguins_in_a_table_21,5,0.9
penguins_in_a_table_21,6,0.86
penguins_in_a_table_21,7,0.92
penguins_in_a_table_21,8,0.88
penguins_in_a_table_21,9,0.88
penguins_in_a_table_21,10,0.94
penguins_in_a_table_21,11,0.94
penguins_in_a_table_21,12,0.92
penguins_in_a_table_21,13,0.86
penguins_in_a_table_21,14,0.88
penguins_in_a_table_21,15,0.88
penguins_in_a_table_21,16,0.92
penguins_in_a_table_21,17,0.84
penguins_in_a_table_21,18,0.98
penguins_in_a_table_21,19,0.86
penguins_in_a_table_21,20,0.94
penguins_in_a_table_21,21,0.94
penguins_in_a_table_21,22,0.86
penguins_in_a_table_21,23,0.86
penguins_in_a_table_21,24,0.88
penguins_in_a_table_21,25,0.88
penguins_in_a_table_21,26,0.92
penguins_in_a_table_21,27,0.88
penguins_in_a_table_21,28,0.66
penguins_in_a_table_21,29,0.68
penguins_in_a_table_21,30,0.9
penguins_in_a_table_21,31,0.88
penguins_in_a_table_21,32,0.84
penguins_in_a_table_21,33,0.82
penguins_in_a_table_21,34,0.78
penguins_in_a_table_21,35,0.84
penguins_in_a_table_21,36,0.78
temporal_sequences_300,1,0.56
temporal_sequences_300,2,0.3
temporal_sequences_300,3,0.72
temporal_sequences_300,4,0.56
temporal_sequences_300,5,0.7
temporal_sequences_300,6,0.68
temporal_sequences_300,7,0.9
temporal_sequences_300,8,0.8
temporal_sequences_300,9,0.84
temporal_sequences_300,10,0.88
temporal_sequences_300,11,0.86
temporal_sequences_300,12,0.74
temporal_sequences_300,13,0.8
temporal_sequences_300,14,0.88
temporal_sequences_300,15,0.74
temporal_sequences_300,16,0.7
temporal_sequences_300,17,0.8
temporal_sequences_300,18,0.88
temporal_sequences_300,19,0.82
temporal_sequences_300,20,0.86
temporal_sequences_300,21,0.62
temporal_sequences_300,22,0.9
